URI	Index Page	Entry	Refs	Alternate Names	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3
https://usaybia.net/place/141	464	Cordova (Córdoba, Qurṭubah)	"1.7n; 4.2; 13.4; 13.5.1; 13.7; 13.9; 13.12; 13.23; 13.27.2; 13.29.2n; 13.34.2; 13.35; 13.36.2.1; 13.36.2.3; 13.36.2.4; 13.36.3 no. 1; 13.38.1; 13.66.1; 13.66.3; 13.81.1; 13.82; 14.39.1n; 15.41"	Qurṭubah	Córdoba, Qurṭubah			
https://usaybia.net/place/142	464	Corinth, Greek city on the Isthmus	5.1.25					
	464	Cos `see` Kos				Kos		
https://usaybia.net/place/143	464	Cranon, ancient Greek city in Thessaly	4.1.5					
https://usaybia.net/place/144	464	Crete (Iqrīṭish, Iqrīṭush)	"1.1; 1.8n; 1.11; 4.3.4.3 (spelled `f-r-m-s`)"	Iqrīṭīsh	Iqrīṭish, Iqrīṭush			
https://usaybia.net/place/145	464	Croton, ancient Greek city in southern Italy	"4.3.4.2; 4.3.4.3"					
	464	Ctesiphon `see` al-Madāʾin				al-Madāʾin		
https://usaybia.net/place/146	464	Cyprus	"4.1.10.1n; 4.1.10.2n; 5.1.21.1"					
https://usaybia.net/place/147	465	Dabarkī (or Divrigi), small town and district of Sivas Province in modern-day Turkey	15.40.6	Divrigi	Divrigi			
https://usaybia.net/place/148	465	al-Dakhwāriyyah College, medical school in Damascus	"15.50.5n; 15.57.1"	al-Madrasah al-Dakhwāriyyah				
https://usaybia.net/place/149	465	"Damascus (Dimashq or al-Shām, which may also refer to Greater Syria; Jilliq, properly a site in the Ghūṭah, sometimes stands for Damascus, esp. in poetry)"	"1.4n; 2.1.3n; 4.8; 7.5.1; 7.5.3; 7.5.6; 7.7.1; 7.7.2; 7.8.3; 8.5.3; 8.26.14; 8.29.22n; 10.38.4; 10.64.13; 10.69.3.9(p, Jilliq); 10.69.3.10(p, Jilliq); 10.69.4 no. 4; 10.75.1; 10.75.2; 11.13.7.9(p, Jilliq); 13.4; 14.3; 14.22.2n; 14.31.5; 14.32.2; 14.36.2; 14.38.1n; 14.39.1n; 14.42.1; 14.42.3 nos. 3, 4; 14.44.2; 14.49.2n; 14.50; 14.51.2; 14.54.2; 14.54.3; 14.54.9; 14.55.3n; 14.56.1, 2; 14.57.2; 14.58.2; 14.58.3; 15.1.1; 15.1.1.1; 15.1.1.2; 15.1.5 no. 32; 15.3.1; 15.3.1.1; 15.3.1.2; 15.3.1.5; 15.3.1.6; 15.8; 15.9; 15.10; 15.11; 15.12; 15.13; 15.14; 15.15; 15.17 (Dimashq and Jilliq); 15.18.1; 15.18.1.1; 15.18.1.2; 15.19; 15.20; 15.21; 15.22; 15.23.1; 15.23.2.1; 15.23.2.2; 15.23.3; 15.23.4.1; 15.23.4.2; 15.24; 15.27; 15.29; 15.30; 15.31.1; 15.32; 15.33; 15.34; 15.35; 15.36.1; 15.37.1; 15.37.3; 15.37.4; 15.38; 15.39; 15.40.1; 15.42; 15.43; 15.44; 15.45; 15.46; 15.47.2.1(p); 15.48; 15.49.1; 15.49.2; 15.49.3; 15.49.6; 15.50.1; 15.50.2; 15.50.3; 15.50.5; 15.50.6(p); 15.50.7 no. 3; 15.51.1; 15.51.2; 15.51.3; 15.51.4; 15.51.5; 15.51.6; 15.51.7; 15.51.8; 15.52.1; 15.53; 15.54 (Dimashq and Jilliq); 15.56.1; 15.57.1; 15.58; 15.59; 15.60.1; ＡＩ.1; ＡＩＩ.15"	Dimashq, Jilliq, al-Shām	Dimashq, al-Shām, which may also refer to Greater Syria			
https://usaybia.net/place/150	465	Damascus Gate (Bāb al-Shām), in Baghdad	10.4.6		Bāb al-Shām			
	465	Damāwand `see` Dunbāwand				Dunbāwand		
https://usaybia.net/place/151	465	Damietta (Dimyāṭ), a port in Egypt	"10.61; 14.49.2; 14.54.9; 14.54.10; 14.54.15; 15.45.2"	Dimyāṭ	Dimyāṭ			
	465	Dāniyah `see` Dénia				Dénia		
https://usaybia.net/place/152	465	Daqūqāʾ, a town in the Jazīrah province of modern Iraq, on the main road between Baghdad and Mosul	8.5.2					
https://usaybia.net/place/153	465	Dār al-Dhahab (Golden House), a law college (kacnaoag) in Baghdad	15.40.2		Golden House			
https://usaybia.net/place/154	465	Dār al-Ḥijārah, area in Damascus	15.8.1					
https://usaybia.net/place/155	465	Dār Ibn al-Zaʿfarānī (the House of Ibn al-Zaʿfarānī), in al-Ruhā	14.54.3	the House of Ibn al-Zaʿfarānī	the House of Ibn al-Zaʿfarānī			
https://usaybia.net/place/156	465	Dār al-Rūm, the Christian quarter of Baghdad	"8.5.2; 8.25.2"					
https://usaybia.net/place/157	465	Dārā, fortress town of northern Mesopotamia	5.1.16.1					
https://usaybia.net/place/158	465	Darb al-Fālūdhaj (Sweetmeats Alley), in Baghdad	15.40.2		Sweetmeats Alley			
https://usaybia.net/place/159	465	Daybul, seaport of Sind	8.21.4n					
https://usaybia.net/place/160	465	Daylam, highlands in Iran close to the						
https://usaybia.net/place/161	465	Caspian Sea, also the name of its people	"10.4.9 no. 8; 11.13.7.9(p) (spelled al-Daylamān)"					
https://usaybia.net/place/162	465	Dayr al-ʿAdhārā, a convent near the town of al-ʿAlth	8.25.7n					
https://usaybia.net/place/163	465	Dayr al-ʿAlth, a convent near the town of al-ʿAlth	8.25.7n					
https://usaybia.net/place/164	465	Dayr Banī l-Ṣaqr, unidentified locality not far from Baghdad or Sāmarrā	8.20.5	al-Ītākhīyyah, al-Muḥammadiyyah				
	465	Dayr Durtā `see` Durtā				Durtā		
https://usaybia.net/place/165	465	Dayr al-Jamājim, a Nestorian monastery in central Iraq	7.9.4n					
https://usaybia.net/place/166	465	Dayr al-Khandaq, monastery north of Cairo	"14.50; 14.51.4"					
https://usaybia.net/place/167	465	Dayr Qunnā, a Nestorian monastery on the Tigris S. of Baghdad	10.21					
https://usaybia.net/place/168	465	Dayr al-Quṣayr, the Monastery of Saint Arsenius near the town of Ṭurā, south of Cairo	14.15					
https://usaybia.net/place/169	465	Dayr al-Sīq, monastery south of Jerusalem	15.43.2					
https://usaybia.net/place/170	465	Delos, Greek island	4.3.4.1					
https://usaybia.net/place/171	465	Dénia (Dāniyah), town in al-Andalus	"13.7; 13.58.1; 13.60.2"	Dāniyah	Dāniyah			
https://usaybia.net/place/172	465	Dezful, city in western Iran	8.1.1n					
https://usaybia.net/place/173	465	Dhāt al-Ajraʿ (the sandy tract), unidentified desert location	11.13.7.1(p)		the sandy tract			
https://usaybia.net/place/174	465	Dhū Murār, unidentified place	7.5.4(p)					
https://usaybia.net/place/175	465	Dihistān	11.13.2.11					
	465	Dijlah `see` Tigris				Tigris		
	465	Dimashq `see` Damascus				Damascus		
	465	Dimyāṭ `see` Damietta				Damietta		
https://usaybia.net/place/176	465	Diospolis, ancient city in Egypt	4.3.4.2					
	465	Divrigi `see` Dabarkī				Dabarkī		
https://usaybia.net/place/177	465	Diyār Bakr (Diyarbakır), city in Eastern Anatolia	"8.6n; 10.1n; 10.13.3n; 10.38.4; 11.13.7.9(p); 11.21; 14.50n; 14.54.3n; 15.17n; 15.18n; 15.22n; 15.46n"		Diyarbakır			
https://usaybia.net/place/178	466	Diyār Muḍar, region in northern Mesopotamia	"14.50n; 15.17n"					
https://usaybia.net/place/179	466	Diyār Rabīʿah	"10.38.4; 11.13.7.9(p)"					
https://usaybia.net/place/180	466	Dorylaeum, ancient Greek city in Phrygia	6.1.3					
https://usaybia.net/place/181	466	Dunaysir, town (now ruins) south-west of the city of Mārdīn in modern-day Turkey	15.58					
https://usaybia.net/place/182	466	Dunbāwand (or Damāwand), a mountain in northern Persia	8.8.4	Damāwand	Damāwand			
https://usaybia.net/place/183	466	Durtā, place of a monastery in Iraq	10.51.6(p)	Dayr Durtā				
	466	Ecbatana `see` Hamadan				Hamadan		
	466	Edessa `see` al-Ruhā				al-Ruhā		
https://usaybia.net/place/184	466	"Egypt (Miṣr; al-Diyār al-Miṣriyyah) `see also` Fustat"	"1.3; 1.5; 1.7n; 1.10n; 2.1.3; 2.1.4; 4.3; 4.3.4.2; 4.5.2; 5.1.16.1; 5.1.37 no. 115; 8.5.3; 6.1.2; 7.4n; 7.5.6; 8.18.3; 8.21.4; 8.26.9; 10.1.7; 10.38.2; 10.38.3; 10.38.4; 11.13.7.9; 11.20; 12.6; 13.2.1; 13.2.2.1; 13.3.4 no. 20; 13.34.1; 13.51.1; 13.58.2.1; 13.58.2.1; 13.58.4.5; 13.58.5 no. 1; 13.59.4 no. 17; 13.60.2; 13.86.1; 14.1; 14.2; 14.3; 14.4.1; 14.4.4; 14.10; 14.11; 14.13; 14.14.1; 14.14.3; 14.14.7; 14.17; 14.14.8 no. 4; 14.15; 14.18; 14.21n; 14.22.1–2; 14.22.3.1; 14.22.5.2 no. 91; 14.23.1–2; 14.25.1; 14.25.3; 14.25.9 nos. 15, 61, 100; 14.26.1–2; 14.27.1, 2, 4 nos. 2, 4; 14.28; 14.29.1, 2, 4 nos. 1, 4; 14.31.3n, 4n, 5.6n; 14.32.2; 14.32.3; 14.32.4; 14.33.3n; 14.35n; 14.36.1, 2; 14.37; 14.39.1, 2; 14.40.2; 14.42.1; 14.43.2n; 14.43.3 no. 1; 14.44.2; 14.45n; 14.46; 14.47.1, 2; 14.48.2; 14.49.1, 2; 14.50; 14.51.1, 2n; 14.53; 14.54.2, 3; 14.54.4n; 14.54.9; 14.54.12n; 14.54.13; 14.55.1n; 14.55.3n; 14.56.1n; 14.56.3; 14.57.1, 2; 14.58.3; 15.1.1.2; 15.24; 15.25; 15.31.1; 15.31.2; 15.31.3; 15.31.4; 15.32; 15.33; 15.38; 15.40.1; 15.40.2; 15.40.9 nos. 57, 58, 59; 15.41; 15.45; 15.49; 15.50.3; 15.51.1; 15.54; 15.58; ＡＩ.3; ＡＩＩ.11; ＡＩＩ.16"	Miṣr	Miṣr			
https://usaybia.net/place/185	466	Egyptian provinces (al-Diyār al-Miṣriyyah)	"14.2; 14.14.3; 14.22.2"		al-Diyār al-Miṣriyyah			
https://usaybia.net/place/186	466	Elea (Velia), ancient Greek city on the Tyrrhenian coast of Italy	"3.4n; 4.1.11.3n"		Velia			
	466	Elephant Pond `see` Birkat al-Fīl				Birkat al-Fīl		
https://usaybia.net/place/187	466	Elvira, Roman city in today’s province of Granada (Spain)	13.29.2n					
https://usaybia.net/place/188	466	Emesa, the modern Homs (Ḥimṣ) in Syria	"4.1.10.2n; 4.1.11.2"					
https://usaybia.net/place/189	466	Ephesus	"4.1.10.2n; 4.1.11.2n; 4.3.4.1; 6.1.3 (Robber Council of); 8.29.22n"					
https://usaybia.net/place/190	466	Epidaurus (Fīdārūs and Qindārūs), in the Peloponnese	"1.6; 2.1.2n; 2.1.6.4n"	Fīdārūs	Fīdārūs, Qindārūs			
https://usaybia.net/place/191	466	Epirus, ancient Greek state in the western Balkans	14.25.9 no. 34n					
https://usaybia.net/place/192	466	Erbil (or Arbil or Irbil), city in northern Iraq, east of Mosul	15.24	Arbil, Irbil	Arbil, Irbil			
https://usaybia.net/place/193	466	Eresos, ancient Greek city on Lesbos	15.1.2					
https://usaybia.net/place/194	466	Erzerum, Erzurum (Arzan al-Rūm), city in Anatolia, modern-day Turkey	"15.40.5; 15.40.6"	Arzan al-Rūm				
https://usaybia.net/place/195	466	Erzinjan (Arzanjān), city in Anatolia, modern-day Turkey	"15.40.5; 15.40.6; 15.40.9 nos. 96, 160"	Arzanjān	Arzanjān			
https://usaybia.net/place/196	466	Etruria – land of Etruscans, Tyrrhenia	1.1n	Tyrrhenia				
https://usaybia.net/place/197	466	Euphrates (al-Furāt), one of the two great rivers of Mesopotamia	"8.26.12n; 11.13.7.9(p)"	al-Furāt	al-Furāt			
https://usaybia.net/place/198	466	"Fārāb (or Farāb; modern Otrar or Utrar), town in Khorasan now southern Kazakhstan"	15.1	Otrar, Utrar	Farāb			
https://usaybia.net/place/199	466	Faramā (Greek Pelusium), strategic city on the eastern Delta	"5.1.21.1; 14.4.1"		Pelusium			
https://usaybia.net/place/200	466	Fardajān, also known as Barāhān, a fortress near Hamadān	"11.13.3.7; 11.13.8 nos. 16, 17, 18"	Barāhān				
	466	Farghāmus `see` Pergamum				Pergamum		
https://usaybia.net/place/201	466	Farghānā, region in eastern Transoxiana	8.20.5n					
	466	Fārs `see` Persia				Persia		
	466	Fās `see` Fez				Fez		
https://usaybia.net/place/202	466	Fasā, town in Fars Province of Persia	11.10					
https://usaybia.net/place/203	466	Fayd, a town in the Ḥijāz, at halfway point on the pilgrimage route between Iraq and Mecca	8.9					
https://usaybia.net/place/204	466	Fayyum (al-Fayyūm) – a large district in central Egypt that had a large Christian population	9.45		al-Fayyūm			
https://usaybia.net/place/205	466	Feltmakers’ Market (al-Labbādīn), in Damascus	"15.8.1; 15.10; 15.11.1"	al-Labbādīn	al-Labbādīn			
https://usaybia.net/place/206	466	Fez (Fās), city in Morocco	"13.59.3; 13.74; 14.39.2n; 15.41"	Fās	Fās			
	467	Fīdārūs `see` Epidaurus				Epidaurus		
	467	Filasṭīn `see` Palestine				Palestine		
https://usaybia.net/place/207	467	"Fīlmān, unidentified locality; possibly corruption of Fīlān (an eastern Caucasian region close to the western coasts of the Caspian)"	15.20					
https://usaybia.net/place/208	467	Fīrūzkūh, a fortified city in the province of Ghūr in Central Afghanistan, capital of the senior branch of the Ghūrid sultans	11.19.3					
	467	al-Furāt `see` Euphrates				Euphrates		
https://usaybia.net/place/209	467	"Fustat (al-Fusṭāṭ; Old Cairo, Miṣr al-ʿAtīqah; Miṣr al-Qadīmah), the first Muslim capital of Egypt"	"10.38.3; 10.38.4; 10.38.6 no. 6; 13.34.1; 14.2; 14.3; 14.4.1; 14.11; 14.12; 14.15n; 14.14.7; 14.25.3; 14.32.1; 14.32.3; 14.33.1n; 14.38.1; 14.39.2; 14, 40.1"	Miṣr al-ʿAtīqah, Old Cairo	al-Fusṭāṭ, Miṣr al-Qadīmah			
	467	Gate of Victory `see` Bāb al-Fatḥ				Bāb al-Fatḥ		
https://usaybia.net/place/210	467	Gaza (Ghazzah), town in Palestine	14.49.3n	Ghazzah	Ghazzah			
https://usaybia.net/place/211	467	Gerasa, the modern Jerash, Jordan	"4.1.11.2; 4.6.1"					
https://usaybia.net/place/212	467	Ghallah Lane (Darb al-Ghallah), in Baghdad	10.77.3		Darb al-Ghallah			
	467	Gharnāṭah `see` Granada				Granada		
https://usaybia.net/place/213	467	Ghaznah, a town in eastern Afghanistan, now called Ghazni	11.15 no. 13					
	467	Ghazzah `see` Gaza				Gaza		
https://usaybia.net/place/214	467	Ghūr, province of Central Afghanistan in medieval times	11.19.3n					
https://usaybia.net/place/215	467	al-Ghūṭah, the fertile land south and east of Damascus	15.54n					
https://usaybia.net/place/216	467	al-Ghuwayr, name of several locations in Arabia	13.63.8.1(p)					
https://usaybia.net/place/217	467	Giza (al-Jīzah), a town on the west bank of the Nile	"14.25.3; 14.54.8"	al-Jīzah	al-Jīzah			
https://usaybia.net/place/218	467	Gondēshāpūr (Jundaysābūr), ruins of ancient city to the southeast of Dizfūl in southwest Iran	"7.1.1; 8.1.1; 8.1.2; 8.2; 8.16; 9.1n; 9.16n; 8.3.22; 8.4.2; 8.25.1; 8.25.2; 8.25.4; 8.25.8; 8.29.1; 8.29.2; 8.37; 9.16n; 9.26n; 9.39; 11.1; 12.2 no. 7n"	Jundaysābūr	Jundaysābūr			
https://usaybia.net/place/219	467	Granada (Gharnāṭah), city in al-Andalus	"13.6.1.2; 13.59.3; 13.70; 13.74; 13.75"	Gharnāṭah	Gharnāṭah			
	467	the Great Hospital (al-Bīmāristān al-Kabīr) `see` Nūrī Hospital			al-Bīmāristān al-Kabīr	Nūrī Hospital		
https://usaybia.net/place/220	467	Greece (bilād al-Yūnāniyyīn, Yūnān)	"4.2; 4.3.1; 4.3.6.2 (`ʾ-l-ā-dh-ā`, i.e. Hellas)"		bilād al-Yūnāniyyīn, Yūnān			
	467	Green Sea (al-Baḥr al-Akhḍār) `see` Mediterranean Sea			al-Baḥr al-Akhḍār	Mediterranean Sea		
https://usaybia.net/place/221	467	Gūn Gunbad, a gate and quarter in Isfahan	"11.13.3.9; 11.13.4"					
	467	Gurgān `see` Jurjān				Jurjān		
https://usaybia.net/place/222	467	Gurgānj (Kurkānj, al-Jurjāniyyah)	"11.13.2.5; 11.13.2.11; 11.13.8 no. 31"	al-Jurjāniyyah	Kurkānj, al-Jurjāniyyah			
https://usaybia.net/place/223	467	Hadramaut (Ḥaḍramawt)	10.1.3		Ḥaḍramawt			
https://usaybia.net/place/224	467	Hajar, in eastern Arabia	15.49.6.1(p)					
https://usaybia.net/place/225	467	Ḥakamān, a town near Basra, Iraq	8.19.3					
	467	Ḥalab `see` Aleppo				Aleppo		
https://usaybia.net/place/226	467	al-Ḥallāwiyyah Law College (al-Madrasah al-Ḥallāwiyyah), in Aleppo	15.18.1.3	al-Madrasah al-Ḥallāwiyyah	al-Madrasah al-Ḥallāwiyyah			
https://usaybia.net/place/227	467	Hama (Ḥamāh), city in Syria	"15.22; 15.22 no. 6; 15.24; 15.46.3; 15.54; 15.55"		Ḥamāh			
https://usaybia.net/place/228	467	Hamadan (Hamadhān, modern Hamadān, ancient Ecbatana), city in Persia	"8.10.2; 10.75.1; 11.13.3.3, 11.13.3.4; 11.13.3.6; 11.13.3.8; 11.13.3.9; 11.13.3.11; 11.13.3.19; 11.13.4; 11.13.8 nos. 2, 7, 19, 75, 76, 88; 11.19.2; 15.17"	Ecbatana	Hamadhān, Hamadān, Ecbatana			
https://usaybia.net/place/229	467	Ḥammām al-Faʾr (the Bathhouse of the Mouse), in Fustat	14.15		the Bathhouse of the Mouse			
https://usaybia.net/place/230	467	al-Ḥanbaliyyah Law College (al-Madrasah al-Ḥanbaliyyah), in Damascus	15.35	al-Madrasah al-Ḥanbaliyyah	al-Madrasah al-Ḥanbaliyyah			
https://usaybia.net/place/231	467	al-Ḥaram (the Holy Precinct, in Mecca)	15.8.2(p)	the Holy Precinct	the Holy Precinct (in Mecca)			
https://usaybia.net/place/232	467	al-Ḥarasiyyāt (or al-Ḥarashiyyāt? reading uncertain), estates in Iraq	10.10.3		al-Ḥarashiyyāt? (reading uncertain)			
	467	Harāt `see` Herat				Herat		
https://usaybia.net/place/233	467	al-Ḥarbiyyah, a quarter by the Ḥarb gate in Baghdad	10.16					
	467	Harpūt `see` Kharpūt				Kharpūt		
https://usaybia.net/place/234	467	Ḥarrān, an ancient town (Carrhae) of Upper Mesopotamia, in the modern Turkish province of Diyarbakır	"1.5n; 2.1.4n; 4.1.11.2; 7.4; 8.29.6n; 9.35n; 10.3.1; 10.3.2.2; 10.3.10; 13.9; 15.1; 15.47.1"	Carrhae				
https://usaybia.net/place/235	467	Harthamah’s Camp, a district in the eastern part of Baghdad	8.10.3					
https://usaybia.net/place/236	467	al-Ḥasakah, city and governorate in modern Syria	"8.29.3n; 9.25n"					
https://usaybia.net/place/237	467	Hatra (Haṭrā, Hāṭrā), a place near Samarra (not to be confused with ancient Hatra/al-Ḥaḍr near Mosul)	10.68.2.2n		Haṭrā, Hāṭrā			
https://usaybia.net/place/238	467	Ḥawrān (Hauran or Houran), a volcanic plat-eau in southwestern Syria extending into the northwestern corner of modern-day Jordan	"10.83.4; 15.27; 15.27n; 15.57.1"	Houran	Hauran, Houran			
https://usaybia.net/place/239	468	Ḥazzah, a settlement west of Irbil (Arbil), in Iraq	9.35n					
	468	Hejaz `see` al-Ḥijāz				al-Ḥijāz		
	468	Heliopolis `see` ʿAyn Shams `and` Baalbek				ʿAyn Shams	Baalbek	
https://usaybia.net/place/240	468	Heraclea, ancient city in what is now Turkey	4.3.4.1					
https://usaybia.net/place/241	468	Herat (Harāt), a city in modern-day Afgh-anistan	"8.10.4; 11.19.2; 11.19.3; 11.19.5; 11.19.6.1; 11.23"	Harāt	Harāt			
https://usaybia.net/place/242	468	al-Ḥijāz (Hijaz, Hejaz), a region in the west-ern Arabian Peninsula, Najd to the east and Tihāmah to the west	"7.5.2; 8.9; 11.13.7.9(p); 15.8.12(p)"	Hejaz	Hijaz, Hejaz			
https://usaybia.net/place/243	468	al-Ḥillah, town in Iraq	10.64.19.13n					
	468	Ḥimṣ `see` Homs				Homs		
https://usaybia.net/place/244	468	Ḥimyar, ancient kingdom of south-west Ara-bia	15.11.2n					
	468	al-Hind `see` India				India		
https://usaybia.net/place/245	468	Ḥīnī (modern Hani), a town near the city of Diyarbakır in eastern Anatolia	"10.75.2; 15.46.3"		Hani			
https://usaybia.net/place/246	468	al-Ḥīrah, a town on the Euphrates, southwest of the modern Najaf, in Iraq	"8.3.7; 8.3.16; 8.9; 8.29.2; 8.29.11n; 15.49.6.1n"					
https://usaybia.net/place/247	468	Ḥiṣn al-Faraj (Victory Castle, Aznalfarache), in Seville	13.63.5	Victory Castle	Victory Castle, Aznalfarache			
https://usaybia.net/place/248	468	al-Ḥiyār (or Ḥiyār Banī l-Qaʿqāʿ), probably in northern Syria	8.13.2		Ḥiyār Banī l-Qaʿqāʿ			
	468	the Holy Precinct `see` al-Ḥaram				al-Ḥaram		
https://usaybia.net/place/249	468	Homs (Ḥimṣ), a city in Syria	"4.1.1n; 10.68.2.7 (p); 15.23.4.1; 15.31.1; 15.42; 15.56.1"	Ḥimṣ	Ḥimṣ			
	468	Houran `see` Ḥawrān				Ḥawrān		
	468	the House of Ibn al-Zaʿfarānī `see` Dār Ibn al-Zaʿfarānī				Dār Ibn al-Zaʿfarānī		
https://usaybia.net/place/251	468	al-Ḥuwayzah, place in Khuzistan	10.68.2.1n					
https://usaybia.net/place/252	468	Hymettus, a mountain in Attica	4.3					
https://usaybia.net/place/253	468	Ibiza (Yābisa)	13.36.2.3n		Yābisa			
https://usaybia.net/place/254	468	Īdhaj (also known as Māl-i Amīr), city in western Persia	11.13.3.18		Māl-i Amīr			
https://usaybia.net/place/255	468	Ifrīqiyah, area that comprises today’s Tunisia, Western Libya and Eastern Algeria	"13.1.2; 13.2.1; 13.3.2.1; 13.3.2.2; 13.66.3; 13.85"					
https://usaybia.net/place/256	468	al-Īghārān, two fiefs in western Persia	10.68.1.4					
https://usaybia.net/place/257	468	Īlāq, town near Nishapur	11.14n					
	468	Īliyāʾ `see` Jerusalem				Jerusalem		
https://usaybia.net/place/258	468	Imros, Greek Aegean island	4.3.4.1					
https://usaybia.net/place/259	468	ʿIndān, unidentified village near Aleppo(?)	15.15					
https://usaybia.net/place/260	468	India (al-Hind)	"1.1; 1.5; 2.1.3; 8.21.4; 11.2; 11.9.2.1(p); 12.1; 12.2; 12.3; 12.4; 12.5; 12.6; 13.6.1.1 no. 6; 13.6.2 no. 7"	al-Hind	al-Hind			
https://usaybia.net/place/261	468	Indian Ocean, Ocean	14.25.9 no. 42n					
	468	Indus, river `see` Mihrān				Mihrān		
https://usaybia.net/place/262	468	Ionia (Yūnān), ancient Greek city and islands states of the eastern Aegean and its seaboard	2.1.1n		Yūnān			
	468	al-ʿIqāb `see` Navas de Tolosa				Navas de Tolosa		
	468	Iqrīṭīsh, Iqrīṭush `see` Crete				Crete		
https://usaybia.net/place/263	468	Iraq (al-ʿIrāq), the southern part of modern Iraq	"1.5; 7.1.1n; 7.8.3; 7.9.1n; 8.5.2; 8.29.3; 9.32n; 9.44; 10 `passim`; 11.13.7.9(p); 12.2n; 12.5; 12.6; 13.86.1; 14.1; 14.26.2; 14.43.3 no. 1; ＡＩＩ.5"		al-ʿIrāq			
	468	Irbil `see` Erbil				Erbil		
https://usaybia.net/place/264	468	ʿĪsābādh, a palace and pleasure ground built by the caliph al-Mahdī on the eastern side of Baghdad	8.10.3					
https://usaybia.net/place/265	468	Isfahan (Iṣfahān), city in Persia/Iran, south of Tehran	"8.10.4n; 8.20.11; 10.67.1; 11.13.3.9, 10, 11, 17, 18; 11.13.4; 11.13.8 nos. 12, 13, 21, 33, 53; 15.13"		Iṣfahān			
	468	al-Iskandariyyah `see` Alexandria				Alexandria		
https://usaybia.net/place/266	468	Istanbul	"8.29.22n; 9.19n"					
	468	al-Ītākhīyyah `see` Dayr Banī l-Ṣaqr				Dayr Banī l-Ṣaqr		
https://usaybia.net/place/267	468	Italy	"4.3.4.1; 4.3.4.2; 4.3.4.3"					
	468	al-Jabal `see` al-Jibāl				al-Jibāl		
https://usaybia.net/place/268	468	Jabal Tayyiʾ, an upland region in northern Arabia encompassing Mt. Ajaʾ and Mt. Salmā	8.10.4					
https://usaybia.net/place/269	468	Jaʿbar, a fortress in the mediaeval town of al-Raqqah in present day Syria	"14.50; 14.51.2; 14.54.3; 15.32"	Qalʿat Jaʿbar				
https://usaybia.net/place/270	468	Jaén ( Jayyān), city in Andalusia	15.45.1n		Jayyān			
https://usaybia.net/place/271	468	Jaʿfarī Canal, a canal in Samarra	10.1.7					
https://usaybia.net/place/272	468	Jājarm, town in Khorasan	11.13.2.11					
https://usaybia.net/place/273	468	al-Janādil, the ‘cataracts’ of the River Nile	14.22.3.1					
https://usaybia.net/place/274	468	Jarkh Band, place in Armenia or Azerbaijan	10.79					
https://usaybia.net/place/275	468	Játiva (Shāṭibah), town in eastern al-Andalus	13.61.3.1n	Shāṭibah	Shāṭibah			
https://usaybia.net/place/276	468	Jayrūn, a gate in Damascus	"15.8.1; 15.29n"					
https://usaybia.net/place/277	469	al-Jāzir, unidentified location	11.13.7.9(p)					
https://usaybia.net/place/278	469	al-Jazīrah, northern Mesopotamia	"5.1.37 no. 115; 8.18.2; 10.38.4; 13.9"					
https://usaybia.net/place/279	469	al-Jazīrah (Jazīrat Miṣr), the island of Rawḍah (Roda) in the River Nile near Cairo	14.31.6	al-Rawḍah, Roda	Jazīrat Miṣr			
https://usaybia.net/place/280	469	Jazīrat al-ʿArab, the Arabian Peninsula	8.18.2n					
https://usaybia.net/place/281	469	Jazīrat ibn ʿUmar (later, Gazarta), modern-day Cizre in southeastern Turkey	"15.36.1; 15.36.1.4"		later, Gazarta			
	469	Jazīrat al-Shuqar `see` Alzira				Alzira		
https://usaybia.net/place/282	469	Jerusalem (al-Quds, Bayt al-Muqaddas, Bayt al-Maqdīs, Īliyāʾ)	"5.1.8.2; 5.1.21.2; 8.5.3; 10.75.1; 14.10; 14.14.1–3; 14.14.6; 14.49.1; 14.49.2–4; 14.56.1; 15.11.2.1(p); 15.11.3 no. 7; 15.23.2.1; 15.31.4; 15.31.6 no. 11n; 15.40.3; 15.40.5; 15.40.9 no. 59; 15.43.2; 15.45.1; 15.45.2; 15.51.1"	Bayt al-Maqdis, Īliyāʾ, al-Quds	al-Quds, Bayt al-Muqaddas, Bayt al-Maqdīs, Īliyāʾ			
https://usaybia.net/place/283	469	"al-Jibāl (‘the Mountains’, i.e. the Zagros Mountains; also al-Jabal), region in western Persia, ancient Media"	"8.20.11n; 9.26.n; 11.5.22; 11.6n; 11.13.3.1"	al-Jabal, Media, Zagros Mountains	‘the Mountains’, Zagros Mountains			
https://usaybia.net/place/284	469	Jīlān (or al-Jīlān), a region in Tabaristan, near the southern coasts of the Caspian Sea	"8.5.2n; 8.20.11n; 15.20"		al-Jīlān			
	469	Jilliq `see` Damascus				Damascus		
	469	al-Jīzah `see` Giza				Giza		
https://usaybia.net/place/285	469	Jordan, river	5.1.8.1					
https://usaybia.net/place/286	469	Jordan, country	14.50n					
	469	Jundaysābūr `see` Gondēshāpūr				Gondēshāpūr		
https://usaybia.net/place/287	469	Jurjān (Gurgān)	"11.13.2.11; 11.13.3.1; 11.13.3.15; 11.13.8 nos. 9, 10, 22"	Gurgān	Gurgān			
	469	al-Jurjāniyyah `see` Gurgānj				Gurgānj		
https://usaybia.net/place/288	469	Jūrqab, a district near Shīrāz in Persia/modern Iran	8.5.2					
