URI	Name	Entry	Refs	Occupation	Affiliation	Gender	Date
https://usaybia.net/person/680	Constantius	Constantius, Emperor 	14.25.2n	emperor			
https://usaybia.net/person/2414	Coronis	Coronis, mother of Asclepius by the god Apollo 	2.1.6.1n			mother	
https://usaybia.net/person/681	Creophylus	Creophylus, ancestor of Hermodamus 	4.3.4.2				
https://usaybia.net/person/682	Crisamis	Crisamis, Greek king of antiquity, ancestor of Hippocrates 	4.1.1	king 	Greek 		
https://usaybia.net/person/683	Crito	Crito, court physician of the emperor Trajan 	4.1.10.5	physician, emperor	physician 		
https://usaybia.net/person/684	Crito	Crito, friend of Socrates 	4.4.2.3				
https://usaybia.net/person/2415	Cronus	Cronus, father of the younger generation of gods in Greek mythology 	4.5.2n				
https://usaybia.net/person/685	Cylon	Cylon, enemy of Pythagoras 	4.3.4.3				
https://usaybia.net/person/686	Cyrus	Cyrus, founder of the Persian Empire 	4.3.4.3	founder 			
https://usaybia.net/person/2416	Ḍaḥḥāk (Arabic form of the Persian Dahhāk, Zahhāk, `or` Zuhāk)	Ḍaḥḥāk (Arabic form of the Persian Dahhāk, Zahhāk, `or` Zuhāk), tyrannical king from Persian mythology 	11.19.6.2				
https://usaybia.net/person/687	Dahīn al-Lawz	Dahīn al-Lawz, daughter of Damascene singer 	15.56.1			daughter 	
https://usaybia.net/person/688	Dāhir	Dāhir, otherwise unknown Indian physician and scholar 	12.2	physician, scholar 	Indian 		
https://usaybia.net/person/689	Dahishtak	Dahishtak, superintendent of the Gondēshāpūr hospital in the reign of the caliph Hārūn al-Rashīd 	8.25.8				
https://usaybia.net/person/690	Damascius	Damascius, 5th–6th-c. ＡⅮ Neoplatonist philosopher 	4.1.11.3n	philosopher 			5th–6th-c.
https://usaybia.net/person/691	Damon the Logician	Damon the Logician, 5th–4th-c. BC Sophist 	4.1.11.3				5th–4th-c.
https://usaybia.net/person/692	Dānīl	Dānīl, brother of Saʿdūn, brother-in-law of Saʿīd ibn Ghālib, physician to al-Muʿtaḍid	10.10.5		physician 	brother in law	
https://usaybia.net/person/2441	Saʿdūn	Saʿdūn, brother of Dānīl, brother-in-law of Saʿīd ibn Ghālib, physician to al-Muʿtaḍid	10.10.5		physician 	brother 	
https://usaybia.net/person/693	Dāniyāl the Physician	Dāniyāl the Physician, physician in service of Muʿīzz al-Dawlah 	10.27	physician 	physician 		
https://usaybia.net/person/694	Dāniyal	Dāniyal, brother-in-law of the physician Yūḥannā ibn Māsawayh 	8.26.8		physician 	brother in law	
https://usaybia.net/person/695	Daqyūs (Decius)	Daqyūs (Decius), pupil of Abū l-Ḥakam al-Maghribī 	15.8.15	pupil			
https://usaybia.net/person/696	Dārā ibn Sām, Darius ⅠⅠⅠ	Dārā ibn Sām, Darius ⅠⅠⅠ, last Achaemenid king of Persia (`reg.` 336–330BC) 	5.1.8.1, 11.19.6.2	king			Dārā ibn Sām, Darius ⅠⅠⅠ, last Achaemenid king of Persia (`reg.` 336–330BC) 
https://usaybia.net/person/697	al-Darkazīnī, ʿImād al-Dīn Abū l-Barakāt ibn Salamah	al-Darkazīnī, ʿImād al-Dīn Abū l-Barakāt ibn Salamah, vizier under the Seljuq ruler Maḥmūd ibn Muḥammad ibn Malikshāh (d. 521/1127) 	10.64.19.2	vizier			d. 521/1127
https://usaybia.net/person/698	David	David, King, father of Solomon 	1.4			father 	
https://usaybia.net/person/699	Dāwūd ibn Daylam	Dāwūd ibn Daylam, physician 	10.12.2; 10.15	physician	physician 		
https://usaybia.net/person/700	Dāwūd ibn Ḥunayn	Dāwūd ibn Ḥunayn, physician son of Ḥunayn ibn Isḥāq 	8.29.8	physician	physician 	son 	
https://usaybia.net/person/701	Dāwūd ibn Rushayd	Dāwūd ibn Rushayd, `muḥaddith` 	7.1.5	muḥaddith			
https://usaybia.net/person/702	Dāwūd ibn Sarābiyūn (`or` Sarāfīyūn)	Dāwūd ibn Sarābiyūn (`or` Sarāfīyūn), acc. to ⅠＡＵ brother of the physician Yūḥannā ibn Sarābiyūn, but probably courtier of al-Hādī (late 2nd/8th-c.) 	8.2; 8.3.10n; 8.29.3n; 9.49n		physician 	brother 	2nd/8th-c.
https://usaybia.net/person/703	Dāwūd al-Ṭāʾī	Dāwūd al-Ṭāʾī, traditionist 	15.51.7	traditionist 			
https://usaybia.net/person/704	Daylam	Daylam, physician 	10.14	physician 	physician 		
https://usaybia.net/person/2417	Demeter	Demeter, in Greek mythology, the goddess of harvests 	2.1.6.3; 4.3.2				
https://usaybia.net/person/705	Demetrius	Demetrius, devout man of Croton 	4.3.4.3				
https://usaybia.net/person/706	Democrates the Second	Democrates the Second, physician of antiquity 	4.1.10.5	physician 	physician 		
https://usaybia.net/person/707	Democritus of Abdera	Democritus of Abdera, late-5th-c. founder of Atomist philosophy 	4.1.2; 4.1.11.3; 4.7n	founder 			Democritus of Abdera, late-5th-c. founder of Atomist philosophy 
https://usaybia.net/person/708	Demophilus	Demophilus, Athenian hierophant 	4.6.2.1n				
https://usaybia.net/person/709	Dexippus	Dexippus, disciple of Hippocrates 	4.1.10.1n	disciple 			
https://usaybia.net/person/710	Dhū l-Kifl	Dhū l-Kifl, mentioned in the Qurʾan 	15.17(p)				
https://usaybia.net/person/711	Dhū l-Rummah	Dhū l-Rummah, poet (d. 117/735–736)	ＡⅠⅠ.10	poet			d. 117/735–736
https://usaybia.net/person/712	Dhū Yazan	Dhū Yazan, pre-islamic Yemenite maker of spears 	15.8.5n				
https://usaybia.net/person/713	Diocles	Diocles, Dogmatic physician of late antiquity 	3.4; 4.1.9.2n	physician	physician 		
https://usaybia.net/person/714	Diocles	Diocles, 3rd–2nd-c. BC mathematician and geometer 	4.1.11.3	mathematician, geometer 			3rd–2nd-c.
https://usaybia.net/person/715	Diogenes	Diogenes, Greek Cynic philosopher 	4.1.11.3; 5.1.32	philosopher 	Greek		
https://usaybia.net/person/716	Diogenes	Diogenes, nutritionist of antiquity 	4.1.11.2				
https://usaybia.net/person/717	Diogenes Laërtius	Diogenes Laërtius, 3rd-c. ＡⅮ biographer of Greek philosophers 	4.6.2.1n; 4.6.6.1n; 4.6.6.2n; 4.6.13.1n				Diogenes Laërtius, 3rd-c. ＡⅮ biographer of Greek philosophers 
https://usaybia.net/person/718	Dionysius	Dionysius, tyrant of Sicily 	4.5.2				
https://usaybia.net/person/2418	Dionysus 	Dionysus – Greek god of the grape harvest, winemaking and wine 	2.1.6.2				
https://usaybia.net/person/719	Diophantus 	Diophantus 	14.22.5.2 no. 91				
https://usaybia.net/person/720	Dioscorides	Dioscorides, Greek pharmacologist (d. ca. 90)	1.7n; 1.11; 2.1.6.2; 3.2; 3.3; 4.1.11.1 (summary of book); 9.19n; 5.1.32; 5.1.37 no. 44n; 13.36.1; 13.36.2.1; 13.36.2.3; 13.36.2.4; 13.36.3 nos. 1, 2; 13.86.3 no. 1; 14.25.2; 14.58.1; 14.58.2; 14.58.4 no. 2; 15.10; 15.40.9 nos. 113, 114	pharmacologist 	Greek 		d. ca. 90
https://usaybia.net/person/721	Dioscorides the Oculist	Dioscorides the Oculist, late-antique physician 	5.2.1	physician	physician 		
https://usaybia.net/person/722	Dioscorides the Younger	Dioscorides the Younger, 2nd-c. ＡⅮ grammarian 	4.1.10.4	grammarian			Dioscorides the Younger, 2nd-c. ＡⅮ grammarian 
https://usaybia.net/person/723	Dioscorus	Dioscorus, mid-5th-c. Patriarch of Alexandria 	6.1.3				Dioscorus, mid-5th-c. Patriarch of Alexandria 
https://usaybia.net/person/724	Dioteles	Dioteles, friend of Aristotle 	4.6.6.1				
https://usaybia.net/person/725	Ḍiyāʾ al-Dīn ibn al-Athīr	Ḍiyāʾ al-Dīn ibn al-Athīr (558–559/1163–636– 637/1239), literary critic 	15.31.6n	literary critic 			558–559/1163–636– 637/1239
https://usaybia.net/person/726	Ḍiyāʾ al-Dīn ibn Ṣaqar (`or` Ṣaqr) 	Ḍiyāʾ al-Dīn ibn Ṣaqar (`or` Ṣaqr) – unidentified transmitter 	15.18	transmitter 			
https://usaybia.net/person/727	Ḍiyāʾ al-Dīn ʿUmar al-Rāzī	Ḍiyāʾ al-Dīn ʿUmar al-Rāzī, father of Fakhr al-Dīn al-Rāzī, authority on Islamic law 	11.19.4			father 	
https://usaybia.net/person/728	Domitian	Domitian, 1st-c. Roman emperor 	5.1.8.2	emperor	Roman 		Domitian, 1st-c. Roman emperor 
https://usaybia.net/person/729	Dracon	Dracon, son of Hippocrates 	4.1.2; 4.1.10.1			son 	
https://usaybia.net/person/730	Dubays ibn Ṣadaqah	Dubays ibn Ṣadaqah, Mazyadid ruler (`reg.` 501–529/1108–1135) 	10.65	ruler 			`reg.` 501–529/1108–1135
https://usaybia.net/person/731	al-Dunaysirī Durrī	al-Dunaysirī Durrī, a slave `or` servant 	15.47.2.1(p)	slave, servant 			
https://usaybia.net/person/732	Elias	Elias, Jewish prophet 	15.51.7	prophet 	Jewish 		
https://usaybia.net/person/733	Elias of Nisibis	Elias of Nisibis, 11th c., brother of Zāhid al-ʿUlamāʾ, metropolitan of Nisibis, chronographer 	5.1.7; 9.16n	metropolitan, chronographer 		brother	
https://usaybia.net/person/735	Elijah of Nisibis 	Elijah of Nisibis 	9.16n				
https://usaybia.net/person/736	Empedocles of Agrigentum	Empedocles of Agrigentum, Presocratic philosopher 	4.1.11.3; 4.1.11.4; 4.2; 4.3.1	philosopher 			
https://usaybia.net/person/737	Ephorus	Ephorus, Greek historian 	4.6.4.1	historian	Greek		
https://usaybia.net/person/738	Epicurus	Epicurus, Athenian philosopher 	4.6.3.1	philosopher 			
https://usaybia.net/person/739	Epicurus	Epicurus, physician of antiquity 	3.3; 3.4	physician 	physician 		
https://usaybia.net/person/740	Epigenes	Epigenes, addressee of Galen’s `On Prognosis` 	5.1.28				
https://usaybia.net/person/741	Erasistratus	Erasistratus, 3rd-c. BC anatomist	3.2; 4. 5.1.10.1; 5.1.37 no. 20 (with note); 5.1.37 no. 28	anatomist 			Erasistratus, 3rd-c. BC anatomist
https://usaybia.net/person/742	Eubulus of Bithynia	Eubulus of Bithynia, 4th-c. BC ruler of lands in Asia Minor 	4.6.2.1n	ruler 			Eubulus of Bithynia, 4th-c. BC ruler of lands in Asia Minor 
https://usaybia.net/person/743	Euclid	Euclid, Greek geometrician 	4.1.11.3;4.5.1n; 9.12; 10.1.14 nos. 85, 95; 10.3.14 nos. 59, 60, 87; 10.67.4.1(p); 11.5.25 no. 18; 11.13.2.5; 11.13.3.2 no. 29; 11.13.3.10; 11.13.8 no. 65; 11.19.7 no. 41; 13.6.1.1; 14.22.2; 14.22.3.2; 14.22.4.2 nos. 1, 2, 4, 5, 24; 14.22.5.1 no. 18; 14.22.5.2 nos. 2, 39, 40, 55, 56; 14.22.5.2 no. 85n; 15.1.5 no. 52; 15.7(p); 15.31.6 nos. 7, 8; 15.33; 15.60.1	geometrician	Greek		
https://usaybia.net/person/744	Eudemus	Eudemus, 2nd-c. Peripatetic philosopher 	5.1.25	philosopher 			Eudemus, 2nd-c. Peripatetic philosopher 
https://usaybia.net/person/745	Eudemus of Rhodes	Eudemus of Rhodes, pupil of Aristotle 	4.1.11.3; 4.6.3.4; 4.6.13.1 no. 36; 14.25.5 no. 7	pupil			
https://usaybia.net/person/746	Eudemus	Eudemus, 1st-c. ＡⅮ ophthalmologist 	4.1.11.2; 4.1.11.3	ophthalmologist 			Eudemus, 1st-c. ＡⅮ ophthalmologist 
https://usaybia.net/person/747	Eugenianus	Eugenianus, dedicatee of Galen 	5.1.37 no. 20	dedicatee			
https://usaybia.net/person/748	Eumenes	Eumenes, pupil of Aristotle 	4.6.3.4	pupil			
https://usaybia.net/person/749	Eunostus	Eunostus, brother of Pythagoras 	4.3.4.1			brother 	
https://usaybia.net/person/750	Euphanes	Euphanes, Greek philosopher 	4.1.11.3	philosopher 	Greek 		
https://usaybia.net/person/751	Eurymedon	Eurymedon, Athenian hierophant 	4.6.2.1				
https://usaybia.net/person/752	Eusebius of Caesarea	Eusebius of Caesarea, 4th-c. bishop, chronographer and apologist 	5.1.8.1; 4.6.2.1n	bishop, chronographer, apologist 			Eusebius of Caesarea, 4th-c. bishop, chronographer and apologist 
https://usaybia.net/person/753	Eusebius of Dorylaeum	Eusebius of Dorylaeum, 5th-c. bishop 	6.1.3	bishop			Eusebius of Dorylaeum, 5th-c. bishop 
https://usaybia.net/person/754	Eustathius	Eustathius, pupil of Hippocrates 	4.1.10.1; 4.1.10.1n	pupil			
https://usaybia.net/person/755	Eutyches	Eutyches, 5th-c. Constantinopolitan archimandrite misidentified with John Philoponus/John the Grammarian 	6.1.3				Eutyches, 5th-c. Constantinopolitan archimandrite misidentified with John Philoponus/John the Grammarian 
https://usaybia.net/person/756	al-Faḍl ibn Jarīr al-Takrītī 	al-Faḍl ibn Jarīr al-Takrītī 	10.39				
https://usaybia.net/person/757	al-Faḍl ibn al-Rabīʿ	al-Faḍl ibn al-Rabīʿ, vizier of caliphs Hārūn al-Rashīd and al-Amīn 	8.3.4; 8.3.22; 8.25.2; 8.25.3; 8.25.4; 8.25.5	vizier 			
https://usaybia.net/person/758	al-Faḍl ibn Sahl	al-Faḍl ibn Sahl, vizier under the caliph al-Maʿmūn 	8.20.7n	vizier 			
https://usaybia.net/person/759	al-Faḍl ibn Yaḥyā ibn Khālid ibn Barmak	al-Faḍl ibn Yaḥyā ibn Khālid ibn Barmak, son of Yaḥyā ibn Khālid ibn Barmak 	8.3.22; 8.25.7			son 	
https://usaybia.net/person/760	al-Fāʾiz bi-Naṣr Allāh (Abū l-Qāsim ʿĪsā ibn al-Ẓāfir bi-Amr Allāh)	al-Fāʾiz bi-Naṣr Allāh (Abū l-Qāsim ʿĪsā ibn al-Ẓāfir bi-Amr Allāh), ninth Fatimid caliph of Egypt 	14.31.6	caliph 	Fatimid 		
https://usaybia.net/person/761	Fakhr al-Dawlah ibn al-Muṭṭalib	Fakhr al-Dawlah ibn al-Muṭṭalib, founder of Dār al-Dhahab law-college 	15.40.2	founder 			
https://usaybia.net/person/762	Fakhr al-Dīn al-Rāzī, Ibn Khaṭīb al-Rayy	Fakhr al-Dīn al-Rāzī, Ibn Khaṭīb al-Rayy (‘The Son of the Preacher of Rayy’), philosopher and theologian, author of the monumental Qurʾanic commentary `Mafātīḥ al-ghayb` 	11.11 no. 1; 11.19; 11.20; 11.23; 15.1 no. 44; 15.19; 15.21; 15.30 no. 2; 15.31.6 nos. 5, 19; 15.40.9 nos. 19, 85; 15.52.1.1; 15.59 no. 1	philisopher, theologian, author 			
https://usaybia.net/person/763	Fakhr al-Dīn Riḍwān ibn Muḥammad ibn ʿAlī ibn Rustam al-Khurāsānī al-Sāʿātī	Fakhr al-Dīn Riḍwān ibn Muḥammad ibn ʿAlī ibn Rustam al-Khurāsānī al-Sāʿātī, physician, clock-maker and littérateur 	15.29	physician 			
https://usaybia.net/person/764	Fannūn, Abū Naṣr 	Fannūn, Abū Naṣr, the Physician 	10.30	physician 			
https://usaybia.net/person/765	al-Fārābī, Abū Naṣr Muḥammad ibn Ūzlūgh ibn Ṭarkhān	al-Fārābī, Abū Naṣr Muḥammad ibn Ūzlūgh ibn Ṭarkhān, philosopher and scholar of music (ca. 256–338/870–950) 	4.6.5.1; 4.6.13.1n; 10.22.1.2; 11.13.2.8; 13.59.2.3; 13.59.4 no. 14; 13.66.6 nos. 33, 46 14.22.4.1n; 14.25.2; 14.29.4 no. 3; 15.1; 15.17(p); 15.40.3; 15.40.9 no. 98, 119n; 141; 142; 15.51.4	philosopher, scholar 			ca. 256–338/870–950
https://usaybia.net/person/766	Faraj	Faraj, known as Abū Khurāsān, `mawlā` of Ṣāliḥ ibn al-Rashīd 	8.3.15				
https://usaybia.net/person/767	al-Farazdaq (Hammām ibn Ghālib)	al-Farazdaq (Hammām ibn Ghālib), Umayyad poet (d. 110/728) 	14.55.2(p)	poet 	Umayyad		d. 110/728
https://usaybia.net/person/768	al-Farghānī, Abū l-ʿAbbās Aḥmad ibn Muḥammad ibn Kathīr	al-Farghānī, Abū l-ʿAbbās Aḥmad ibn Muḥammad ibn Kathīr, (d. after 247/861) 	10.1.7				d. after 247/861
https://usaybia.net/person/769	Farīd al-Dīn Dāmādh	Farīd al-Dīn Dāmādh, scholar in Nishapur 	15.19n	scholar 			
https://usaybia.net/person/770	al-Fāriqī, Muḥammad ibn ʿAbd al-Malik	al-Fāriqī, Muḥammad ibn ʿAbd al-Malik, poet (d. after 561/1166) 	15.1n	poet 			d. after 561/1166
https://usaybia.net/person/771	al-Fāris (the knight) Fāris al-Dīn Maymūn al-Qaṣrī	al-Fāris (the knight) Fāris al-Dīn Maymūn al-Qaṣrī, Ayyubid emir (d. 611/1214) 	15.23.2.2	emir 			d. 611/1214
https://usaybia.net/person/772	al-Fatḥ ibn Khāqān	al-Fatḥ ibn Khāqān, held various posts under al-Muʿtaṣim, al-Wāthiq, al-Mutawakkil (d. 247/861) 	7.1.5n; 8.4.7; 8.4.8n; 8.26.9; 8.26.12				d. 247/861
https://usaybia.net/person/773	Fatḥ al-Dīn ibn Jamāl al-Dīn ibn Abī l-Ḥawāfir	Fatḥ al-Dīn ibn Jamāl al-Dīn ibn Abī l-Ḥawāfir, Egyptian physician 	14.44.1n; 14.45; 14.46	physician 	physician 		
https://usaybia.net/person/774	Fāṭimah Umm Muḥammad	Fāṭimah Umm Muḥammad, daughter of Ghaḍīḍ 	7.8, 8.3			daughter 	
https://usaybia.net/person/775	Favorinus of Arelate	Favorinus of Arelate, 2nd-c. ＡⅮ Roman philosopher 	4.6.2.1n	philosopher 	Roman 		Favorinus of Arelate, 2nd-c. ＡⅮ Roman philosopher 
https://usaybia.net/person/776	Fayrūz (var. Fahrūn, Fahrūz) 	Fayrūz (var. Fahrūn, Fahrūz) 	10.8.10				
https://usaybia.net/person/777	Filio	Filio, disciple of Hippocrates 	4.1.10.1n	disciple 			
https://usaybia.net/person/778	al-Fīrūzābādī, Abū Ṭāhir Majīd al-Dīn Muḥammad ibn Yaʿqūb	al-Fīrūzābādī, Abū Ṭāhir Majīd al-Dīn Muḥammad ibn Yaʿqūb, 8th/14th-c. lexicographer 	8.29.1n; 8.32.2n	lexiographer 			8th/14th-c.
https://usaybia.net/person/779	Flavian	Flavian, archbishop of Constantinople 446– 449 	6.1.3	bishop			
https://usaybia.net/person/780	Frederick ⅠⅠ	Frederick ⅠⅠ (Emperor, ‘king of the Franks’) 	10.83.3; 13.63.8.1n	king 			
https://usaybia.net/person/781	Furāt ibn Shaḥāthā	Furāt ibn Shaḥāthā, Jewish physician serving ʿĪsā ibn Mūsā ibn Muḥammad 	8.18.1; 8.18.2; 8.18.3; 8.18.4	physician	Jewish 		
https://usaybia.net/person/782	Furius	Furius, physician of antiquity, pupil of Plato the Physician 	3.5	physician, pupil 	physician 		
https://usaybia.net/person/783	Furnus	Furnus, physician of antiquity, pupil of Plato the Physician 	3.5	physician, pupil 	physician 		
https://usaybia.net/person/784	Gabriel	Gabriel (Archangel)	ＡⅠⅠ.3.3(p)				
https://usaybia.net/person/2383	Gaius (Gaius Julius Caesar known as Caligula)	Gaius (Gaius Julius Caesar known as Caligula), 1st-c. Roman emperor 	5.1.8.1	emperor	Roman 		Gaius (Gaius Julius Caesar known as Caligula), 1st-c. Roman emperor 
https://usaybia.net/person/785	Galba	Galba, 1st-c. Roman emperor 	5.1.8.2	emperor	Roman 		Galba, 1st-c. Roman emperor 
https://usaybia.net/person/786	Galen/Jālīnūs	Galen/Jālīnūs, physician to emperors Marcus Aurelius, Commodus, Septimius Severus	1.5n; 1.9; 4.8.1; 5.1; 5.1.2 (Seal of Physicians, rescues medicine from Methodism); 5.1.3–5.1.15 (rejection of John the Grammarian’s chronology); 5.1.3 (education, cf. 5.1.23–5.1.24.1–2); 5.1.4–5.1.5 (not contemporary with Christ); 5.1.5 (uncle of Paul); 5.1.12.3 (Christian continence); 5.1.14 (on Jews and Christians); 5.1.16.1–5 (house at Smyrna); 5.1.17 (under Nero acc. to Ibn Juljul); 5.1.18.1 (gladiatorial surgeon);5.1.19 (deals with charlatan); 5.1.21.1 (taught by Cleopatra; death, cf. 5.1.21.2); 5.1.22 (alleged cause of death); 5.1.30 (no fees); 5.1.31 (appearance); 5.1.32 (name); 5.1.34–5.1.36 (sayings); 5.1.37 (works); 5.1.38–39 (attributed); 6.2 (list of works commented on by John the Grammarian); 6.3.1–4 (works forming the Alexandrian curriculum); 8.29.14n; 9.1; 9.31n; 10.2.4 no. 45; 10.3.14 no. 22; 10.37.2; 10.46.1; 10.57; 10.66.1; 10.66.9 no. 3; 11.5.10; 11.5.23 no. 5; 11.5.25 nos. 17, 72, 92, 11.8.4; 11.8.6 no. 12; 11.12; 11.17; 13.1.3 nos. 10, 11, 12; 13.19.1; 13.24.3(p); 13.38.2; 13.39.1; 13.43; 13.44; 13.51.1; 13.51.4 nos. 4, 5; 13.54; 13.59.4 no. 20; 13.61.3.2(p); 13.61.4 no. 4; 13.66.6 nos. 16, 17, 18, 19, 20, 21, 22, 23; 14.21 no. 2; 14.22.5.1 no. 21; 14.22.1; 14.22.4.1; 14.22.4.3 no. 44; 14.22.4.4; 14.22.4.3 no. 44.4(?); 14.22.4.3 no. 44.30; 14.25.2; 14.25.9 nos. 14, 50, 51; 14.27.1; 14.27.2; 14.32.4(p); 14.39.3(p); 14.43.1; 14.54.6; 14.54.12 (`On Prognosis 6`); 14.55.2(p); 14.56.1; 14.58.2; 15.1 nos. 41, 78; 15.17 no. 1; 15.40.8n; 15.40.9 nos. 88, 101, 112; 15.43.1; 15.50.3; 15.51.1; 15.52.1.1 Treatises (Arabic titles), significant discussion or citation `Abundance` 10.3.14 no. 19 `Acute Diseases` 10.3.14 no. 18Cited in poetry: 5.1.33; 8.30; 13.24.3; 13.61; 14.32; 14.39; 14.55; 15.10; 15.17; 15.45.3; 15.50.6; 15.52.1.2; ＡⅠⅠ.1 `Affected Locations/Parts` 5.1.37 no. 15; 10.3.14. no. 115; 11.5.25 no. 43 `Anatomical Procedures` 5.1.37 no. 21 `Anatomy of the Womb` 10.3.14 no. 20 `Art of Medicine` 14.29.4 no. 2 `Avoiding Distress` 5.1.26; 5.1.37 no. 120 `Bad Mixture` 10.3.14 no. 17 `Birth at Seven Months` 10.3.14 no. 21 `Black Bile` 10.3.14 no. 16 `Blood Vessels` 5.1.37 no. 10 `Bones` 5.1.37 no. 7 `Causes and Symptoms` 5.1.37 no. 14; 10.37.5 no. 22; 11.5.25 no. 142; 14.43.3 no. 2; 15.39 no. 2; 15.43.1 `Character Traits` 5.1.6; 5.1.12.2; 10.16 nos. 1, 2 `Classification of Diseases of Internal Parts` 10.37.5 no. 23 `Commentary on Hippocrates’ Aphorisms` 5.1.37.no. 88; 10.56 no. 2; 10.64.20 no. 6; 11.5.25 no. 163 `Commentary on Hippocrates’ Nature of the Embryo` 5.1.37 no. 101 `Commentary on Hippocrates’ Oath` 1.1; 1.6; 2.1.6.1; 4.1.1; 4.1.2; 4.1.9.2 no. 26; 5.1.36 no. 11; 13.51.2 1.1; `Commentary on Hippocrates’ Prognosis` 10.64.20 no. 7 `Composition of Drugs` (‘by Groups and Varieties’, ‘by Places’) 5.1.37 no. 79; 10.57 no. 2; 14.25.9 nos. 48, 49 `Critical Days/Crises` 10.3.14 no. 110; 10.37.5 no. 27 `Elements` 5.1.37 no. 11; 10.3.14 no. 111; 10.37.5 no. 18; 14.25.9 no. 7 `Examinations by Which the Best Physicians` and `Recognized` 5.1.18.1–3; 5.1.29.1–3; 15.51.3 `Fevers` 10.37.5 no. 25 `Glaucon` 5.1.37 no. 6; 10.37.2; 10.37.5 no. 17; 10.57 no. 3; 13.51.4 no. 4; 14.25.9 nos. 4, 5, 6 `Good and Bad Juices` 5.1.24.1–2 `Great Book of the Pulse` 5.1.37 nos. 16, 66; 11.5.25 no. 141; 10.3.14 no. 80; 10.37.5 no. 24; 14.22.4.3 no. 44.13 `Hippocratic commentaries` 5.1.37 nos. 87–102, 155–157; 10.3.14 no. 29; 14.25.9 no. 26 `Method of Healing` 5.1.37 no. 20; 10.3.14 no. 89; 10.37.5 no. 28; 10.64.20 no. 8; 11.5.25 no. 140; 14.22.4.1; 14.25.9 no. 43; 15.43.1 `Mixtures` 10.37.5 no. 19; 14.25.9 no. 8 `Muscles` 5.1.37 no. 8 `Natural Faculties` 10.37.5 no. 20; 5.1.37 no. 13 `Nutritive Properties` 10.3.14 no. 84 `Opinions of Hippocrates and Plato Own Books` (`Pinax`) 5.1.9; 5.1.10.1–2; 5.1.37 nos. 1, 92; 5.1.40; 11.5.25 no. 92 `Phlebotomy` 10.3.14 no. 28; 14.25.9 no. 46 `Plethora` 14.25.9 no. 45 `Proof` 5.1.37 no. 115 `Purgatives` 10.3.14 no. 114 `Regimen of Health` 10.37.5 no. 29; 14.25.9 no. 44 `Sects` 5.1.37 no. 3; 10.37.5 no. 14; 10.46.4 nos. 17, 18; 10.57 no. 3; 14.25.9 no. 1 `Secret Remedies` 5.1.39 no. 167 `Simple Drugs` 5.1.37 no. 53; 10.1.14 no. 157; 10.3.14 no. 15; 14.25.9 no. 47 `Sixteen Books` 6.3–4; 10.37.5 no. 30; 15.40.3; 14.39.4; 15.51.1 `Small anatomy` 10.37.5 no. 21 `Small Art` 5.1.37 no. 4; 10.37.5 no. 15; 10.57 no. 3; 14.25.9 nos. 2, 55 `Small Pulse` 5.1.37 no. 5; 10.3.14 no. 38; 10.37.5 no. 16; 10.57 no. 3; 14.25.9 no. 3 `Substitute Drugs` 10.64.20. no. 18 `Summaries of Plato’s Books` 5.1.37 no. 124 `Use of the Parts` 5.1.37 no. 49; 10.37.5 no. 41; 11.17 no. 5; 15.40.9 no. 43; 15.57.1	physician 			
https://usaybia.net/person/787	‘Galen of the Arabs’ i.e. Abū Bakr al-Rāzī 	‘Galen of the Arabs’ i.e. Abū Bakr al-Rāzī 	11.5.2				
https://usaybia.net/person/788	Gallus of Emesa	Gallus of Emesa, physician of antiquity 	3.6; 4.1.10.2; 4.1.11.2	physician	physician 		
https://usaybia.net/person/789	Gayōmart	Gayōmart, grandfather of Hermes in Persian tradition, identified with Adam 	2.1.4				
https://usaybia.net/person/790	Genghis Khan	Genghis Khan, Mongol ruler 	11.19.5	ruler 			
https://usaybia.net/person/791	Gessius	Gessius, late-antique physician 	4.1.11.3; 5.1.37 no. 101; 5.2.1; 6.1.1	physician	physician 		
https://usaybia.net/person/792	al-Ghaḍanfar, Abū Taghlib Faḍl Allāh	al-Ghaḍanfar, Abū Taghlib Faḍl Allāh (d. 369/979), Ḥamdānid emir 	15.3.1.3	emir 			d. 369/979
https://usaybia.net/person/793	Ghaḍīḍ	Ghaḍīḍ, known as Umm Jaʿfar, favourite concubine of Hārūn al-Rashīd 	7.3; 7.8; 8.3.10; 8.3.22n; 8.4.11; 8.25.8				
https://usaybia.net/person/794	al-Ghāfiqī, Abū Jaʿfar Aḥmad b. Muḥammad al-Ghāfiqī	al-Ghāfiqī, Abū Jaʿfar Aḥmad b. Muḥammad al-Ghāfiqī, (d.ca. 560/1165), botanist and pharmacologist from al-Andalus 	13.54; 14.58.2	pharmacologist 			d.ca. 560/1165
https://usaybia.net/person/795	Ghālib	Ghālib, physician of al-Muʿtaḍid (active 289/900) 	8.32.2; 10.10	physician 	physician 		active 289/900
https://usaybia.net/person/796	Ghassān ibn ʿAbbād	Ghassān ibn ʿAbbād, governor of Khorasan under al-Maʾmūn 	8.21.1; 8.21.2; 8.21.3	govenor			
